Command line: spell_chain.py
Total duration: 187.91s
File: G:\Autres\DofusDamageCalculator\stats.py
File duration: 56.683s (30.16%)
Line #|      Hits|         Time| Time per hit|      %|Source code
   400|         0|            0|            0|  0.00%|        return isinstance(member, cls) and member._name_ in cls._member_map_
   401|         0|            0|            0|  0.00%|
   402|         0|            0|            0|  0.00%|    def __delattr__(cls, attr):
   403|         0|            0|            0|  0.00%|        # nicer error message when someone tries to delete an attribute
   404|         0|            0|            0|  0.00%|        # (see issue19025).
   405|         0|            0|            0|  0.00%|        if attr in cls._member_map_:
   406|         0|            0|            0|  0.00%|            raise AttributeError("%s: cannot delete Enum member." % cls.__name__)
   407|         0|            0|            0|  0.00%|        super().__delattr__(attr)
   408|         0|            0|            0|  0.00%|
   409|         0|            0|            0|  0.00%|    def __dir__(self):
   410|         0|            0|            0|  0.00%|        return (
   411|         0|            0|            0|  0.00%|                ['__class__', '__doc__', '__members__', '__module__']
   412|         0|            0|            0|  0.00%|                + self._member_names_
   413|         0|            0|            0|  0.00%|                )
   414|         0|            0|            0|  0.00%|
   415|         3|            0|            0|  0.00%|    def __getattr__(cls, name):
   416|         0|            0|            0|  0.00%|        """
   417|         0|            0|            0|  0.00%|        Return the enum member matching `name`
   418|         0|            0|            0|  0.00%|
   419|         0|            0|            0|  0.00%|        We use __getattr__ instead of descriptors or inserting into the enum
   420|         0|            0|            0|  0.00%|        class' __dict__ in order to support `name` and `value` being both
   421|         0|            0|            0|  0.00%|        properties for enum members (which live in the class' __dict__) and
   422|         0|            0|            0|  0.00%|        enum members themselves.
   423|         0|            0|            0|  0.00%|        """
   424|         3|            0|            0|  0.00%|        if _is_dunder(name):
(call)|         3|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\enum.py:22 _is_dunder
   425|         3|            0|            0|  0.00%|            raise AttributeError(name)
   426|         0|            0|            0|  0.00%|        try:
   427|         0|            0|            0|  0.00%|            return cls._member_map_[name]
   428|         0|            0|            0|  0.00%|        except KeyError:
   429|         0|            0|            0|  0.00%|            raise AttributeError(name) from None
   430|         0|            0|            0|  0.00%|
   431|         0|            0|            0|  0.00%|    def __getitem__(cls, name):
   432|         0|            0|            0|  0.00%|        return cls._member_map_[name]
   433|         0|            0|            0|  0.00%|
   434|    630990|      1.08407|  1.71805e-06|  0.58%|    def __iter__(cls):
   435|         0|            0|            0|  0.00%|        """
   436|         0|            0|            0|  0.00%|        Returns members in definition order.
   437|         0|            0|            0|  0.00%|        """
   438|  12677094|      26.5778|  2.09652e-06| 14.14%|        return (cls._member_map_[name] for name in cls._member_names_)
   439|         0|            0|            0|  0.00%|
   440|         0|            0|            0|  0.00%|    def __len__(cls):
   441|         0|            0|            0|  0.00%|        return len(cls._member_names_)
   442|         0|            0|            0|  0.00%|
   443|         0|            0|            0|  0.00%|    @property
   444|         0|            0|            0|  0.00%|    def __members__(cls):
   445|         0|            0|            0|  0.00%|        """
   446|         0|            0|            0|  0.00%|        Returns a mapping of member name->value.
   447|         0|            0|            0|  0.00%|
   448|         0|            0|            0|  0.00%|        This mapping lists all enum members, including aliases. Note that this
   449|         0|            0|            0|  0.00%|        is a read-only view of the internal mapping.
   450|         0|            0|            0|  0.00%|        """
   451|         0|            0|            0|  0.00%|        return MappingProxyType(cls._member_map_)
   452|         0|            0|            0|  0.00%|
   453|         0|            0|            0|  0.00%|    def __repr__(cls):
   454|         0|            0|            0|  0.00%|        return "<enum %r>" % cls.__name__
   455|         0|            0|            0|  0.00%|
   456|         0|            0|            0|  0.00%|    def __reversed__(cls):
   457|         0|            0|            0|  0.00%|        """
   458|         0|            0|            0|  0.00%|        Returns members in reverse definition order.
   459|         0|            0|            0|  0.00%|        """
   460|         0|            0|            0|  0.00%|        return (cls._member_map_[name] for name in reversed(cls._member_names_))
   461|         0|            0|            0|  0.00%|
   462|        43|            0|            0|  0.00%|    def __setattr__(cls, name, value):
   463|         0|            0|            0|  0.00%|        """
   464|         0|            0|            0|  0.00%|        Block attempts to reassign Enum members.
   465|         0|            0|            0|  0.00%|
   466|         0|            0|            0|  0.00%|        A simple assignment to the class namespace only changes one of the
   467|         0|            0|            0|  0.00%|        several possible ways to get an Enum member from the Enum class,
   468|         0|            0|            0|  0.00%|        resulting in an inconsistent Enumeration.
   469|         0|            0|            0|  0.00%|        """
   470|        43|            0|            0|  0.00%|        member_map = cls.__dict__.get('_member_map_', {})
   471|        43|            0|            0|  0.00%|        if name in member_map:
   472|         0|            0|            0|  0.00%|            raise AttributeError('Cannot reassign members.')
   473|        43|            0|            0|  0.00%|        super().__setattr__(name, value)
   474|         0|            0|            0|  0.00%|
   475|         0|            0|            0|  0.00%|    def _create_(cls, class_name, names, *, module=None, qualname=None, type=None, start=1):
   476|         0|            0|            0|  0.00%|        """
   477|         0|            0|            0|  0.00%|        Convenience method to create a new Enum class.
   478|         0|            0|            0|  0.00%|
   479|         0|            0|            0|  0.00%|        `names` can be:
   480|         0|            0|            0|  0.00%|
   481|         0|            0|            0|  0.00%|        * A string containing member names, separated either with spaces or
   482|         0|            0|            0|  0.00%|          commas.  Values are incremented by 1 from `start`.
   483|         0|            0|            0|  0.00%|        * An iterable of member names.  Values are incremented by 1 from `start`.
   484|         0|            0|            0|  0.00%|        * An iterable of (member name, value) pairs.
   485|         0|            0|            0|  0.00%|        * A mapping of member name -> value pairs.
   486|         0|            0|            0|  0.00%|        """
   487|         0|            0|            0|  0.00%|        metacls = cls.__class__
   488|         0|            0|            0|  0.00%|        bases = (cls, ) if type is None else (type, cls)
   489|         0|            0|            0|  0.00%|        _, first_enum = cls._get_mixins_(cls, bases)
   490|         0|            0|            0|  0.00%|        classdict = metacls.__prepare__(class_name, bases)
   491|         0|            0|            0|  0.00%|
   492|         0|            0|            0|  0.00%|        # special processing needed for names?
   493|         0|            0|            0|  0.00%|        if isinstance(names, str):
   494|         0|            0|            0|  0.00%|            names = names.replace(',', ' ').split()
   495|         0|            0|            0|  0.00%|        if isinstance(names, (tuple, list)) and names and isinstance(names[0], str):
   496|         0|            0|            0|  0.00%|            original_names, names = names, []
   497|         0|            0|            0|  0.00%|            last_values = []
   498|         0|            0|            0|  0.00%|            for count, name in enumerate(original_names):
   499|         0|            0|            0|  0.00%|                value = first_enum._generate_next_value_(name, start, count, last_values[:])
   500|         0|            0|            0|  0.00%|                last_values.append(value)
   501|         0|            0|            0|  0.00%|                names.append((name, value))
   502|         0|            0|            0|  0.00%|
   503|         0|            0|            0|  0.00%|        # Here, names is either an iterable of (name, value) or a mapping.
   504|         0|            0|            0|  0.00%|        for item in names:
   505|         0|            0|            0|  0.00%|            if isinstance(item, str):
   506|         0|            0|            0|  0.00%|                member_name, member_value = item, names[item]
   507|         0|            0|            0|  0.00%|            else:
   508|         0|            0|            0|  0.00%|                member_name, member_value = item
   509|         0|            0|            0|  0.00%|            classdict[member_name] = member_value
   510|         0|            0|            0|  0.00%|        enum_class = metacls.__new__(metacls, class_name, bases, classdict)
   511|         0|            0|            0|  0.00%|
   512|         0|            0|            0|  0.00%|        # TODO: replace the frame hack if a blessed way to know the calling
   513|         0|            0|            0|  0.00%|        # module is ever developed
   514|         0|            0|            0|  0.00%|        if module is None:
   515|         0|            0|            0|  0.00%|            try:
   516|         0|            0|            0|  0.00%|                module = sys._getframe(2).f_globals['__name__']
   517|         0|            0|            0|  0.00%|            except (AttributeError, ValueError, KeyError):
   518|         0|            0|            0|  0.00%|                pass
   519|         0|            0|            0|  0.00%|        if module is None:
   520|         0|            0|            0|  0.00%|            _make_class_unpicklable(enum_class)
   521|         0|            0|            0|  0.00%|        else:
   522|         0|            0|            0|  0.00%|            enum_class.__module__ = module
   523|         0|            0|            0|  0.00%|        if qualname is not None:
   524|         0|            0|            0|  0.00%|            enum_class.__qualname__ = qualname
   525|         0|            0|            0|  0.00%|
   526|         0|            0|            0|  0.00%|        return enum_class
   527|         0|            0|            0|  0.00%|
   528|         0|            0|            0|  0.00%|    def _convert_(cls, name, module, filter, source=None):
   529|         0|            0|            0|  0.00%|        """
   530|         0|            0|            0|  0.00%|        Create a new Enum subclass that replaces a collection of global constants
   531|         0|            0|            0|  0.00%|        """
   532|         0|            0|            0|  0.00%|        # convert all constants from source (or module) that pass filter() to
   533|         0|            0|            0|  0.00%|        # a new Enum called name, and export the enum and its members back to
   534|         0|            0|            0|  0.00%|        # module;
   535|         0|            0|            0|  0.00%|        # also, replace the __reduce_ex__ method so unpickling works in
   536|         0|            0|            0|  0.00%|        # previous Python versions
   537|         0|            0|            0|  0.00%|        module_globals = vars(sys.modules[module])
   538|         0|            0|            0|  0.00%|        if source:
   539|         0|            0|            0|  0.00%|            source = vars(source)
   540|         0|            0|            0|  0.00%|        else:
   541|         0|            0|            0|  0.00%|            source = module_globals
   542|         0|            0|            0|  0.00%|        # _value2member_map_ is populated in the same order every time
   543|         0|            0|            0|  0.00%|        # for a consistent reverse mapping of number to name when there
   544|         0|            0|            0|  0.00%|        # are multiple names for the same number.
   545|         0|            0|            0|  0.00%|        members = [
   546|         0|            0|            0|  0.00%|                (name, value)
   547|         0|            0|            0|  0.00%|                for name, value in source.items()
   548|         0|            0|            0|  0.00%|                if filter(name)]
   549|         0|            0|            0|  0.00%|        try:
   550|         0|            0|            0|  0.00%|            # sort by value
   551|         0|            0|            0|  0.00%|            members.sort(key=lambda t: (t[1], t[0]))
   552|         0|            0|            0|  0.00%|        except TypeError:
   553|         0|            0|            0|  0.00%|            # unless some values aren't comparable, in which case sort by name
   554|         0|            0|            0|  0.00%|            members.sort(key=lambda t: t[0])
   555|         0|            0|            0|  0.00%|        cls = cls(name, members, module=module)
   556|         0|            0|            0|  0.00%|        cls.__reduce_ex__ = _reduce_ex_by_name
   557|         0|            0|            0|  0.00%|        module_globals.update(cls.__members__)
   558|         0|            0|            0|  0.00%|        module_globals[name] = cls
   559|         0|            0|            0|  0.00%|        return cls
   560|         0|            0|            0|  0.00%|
   561|         3|            0|            0|  0.00%|    @staticmethod
   562|         0|            0|            0|  0.00%|    def _check_for_existing_members(class_name, bases):
   563|         8|            0|            0|  0.00%|        for chain in bases:
   564|        15|            0|            0|  0.00%|            for base in chain.__mro__:
   565|        10|            0|            0|  0.00%|                if issubclass(base, Enum) and base._member_names_:
   566|         0|            0|            0|  0.00%|                    raise TypeError(
   567|         0|            0|            0|  0.00%|                            "%s: cannot extend enumeration %r"
   568|         0|            0|            0|  0.00%|                            % (class_name, base.__name__)
   569|         0|            0|            0|  0.00%|                            )
   570|         0|            0|            0|  0.00%|
   571|         6|            0|            0|  0.00%|    @staticmethod
   572|         0|            0|            0|  0.00%|    def _get_mixins_(class_name, bases):
   573|         0|            0|            0|  0.00%|        """
   574|         0|            0|            0|  0.00%|        Returns the type for creating enum members, and the first inherited
   575|         0|            0|            0|  0.00%|        enum class.
   576|         0|            0|            0|  0.00%|
   577|         0|            0|            0|  0.00%|        bases: the tuple of bases that was given to __new__
   578|         0|            0|            0|  0.00%|        """
   579|         6|            0|            0|  0.00%|        if not bases:
   580|         0|            0|            0|  0.00%|            return object, Enum
   581|         0|            0|            0|  0.00%|
   582|        12|            0|            0|  0.00%|        def _find_data_type(bases):
   583|         6|            0|            0|  0.00%|            data_types = set()
   584|        16|            0|            0|  0.00%|            for chain in bases:
   585|        10|            0|            0|  0.00%|                candidate = None
   586|        22|            0|            0|  0.00%|                for base in chain.__mro__:
   587|        16|            0|            0|  0.00%|                    if base is object:
   588|         6|            0|            0|  0.00%|                        continue
   589|        10|            0|            0|  0.00%|                    elif issubclass(base, Enum):
   590|         6|            0|            0|  0.00%|                        if base._member_type_ is not object:
   591|         0|            0|            0|  0.00%|                            data_types.add(base._member_type_)
   592|         0|            0|            0|  0.00%|                            break
   593|         4|            0|            0|  0.00%|                    elif '__new__' in base.__dict__:
   594|         4|            0|            0|  0.00%|                        if issubclass(base, Enum):
   595|         0|            0|            0|  0.00%|                            continue
   596|         4|            0|            0|  0.00%|                        data_types.add(candidate or base)
   597|         4|            0|            0|  0.00%|                        break
   598|         0|            0|            0|  0.00%|                    else:
   599|         0|            0|            0|  0.00%|                        candidate = candidate or base
   600|         6|            0|            0|  0.00%|            if len(data_types) > 1:
   601|         0|            0|            0|  0.00%|                raise TypeError('%r: too many data types: %r' % (class_name, data_types))
   602|         6|            0|            0|  0.00%|            elif data_types:
   603|         4|            0|            0|  0.00%|                return data_types.pop()
   604|         0|            0|            0|  0.00%|            else:
   605|         2|            0|            0|  0.00%|                return None
   606|         0|            0|            0|  0.00%|
   607|         0|            0|            0|  0.00%|        # ensure final parent class is an Enum derivative, find any concrete
   608|         0|            0|            0|  0.00%|        # data type, and check that Enum has no members
   609|         6|            0|            0|  0.00%|        first_enum = bases[-1]
   610|         6|            0|            0|  0.00%|        if not issubclass(first_enum, Enum):
   611|         0|            0|            0|  0.00%|            raise TypeError("new enumerations should be created as "
   612|         0|            0|            0|  0.00%|                    "`EnumName([mixin_type, ...] [data_type,] enum_type)`")
   613|         6|            0|            0|  0.00%|        member_type = _find_data_type(bases) or object
(call)|         6|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\enum.py:582 _find_data_type
   614|         6|            0|            0|  0.00%|        if first_enum._member_names_:
   615|         0|            0|            0|  0.00%|            raise TypeError("Cannot extend enumerations")
   616|         6|            0|            0|  0.00%|        return member_type, first_enum
   617|         0|            0|            0|  0.00%|
   618|         3|            0|            0|  0.00%|    @staticmethod
   619|         0|            0|            0|  0.00%|    def _find_new_(classdict, member_type, first_enum):
   620|         0|            0|            0|  0.00%|        """
   621|         0|            0|            0|  0.00%|        Returns the __new__ to be used for creating the enum members.
   622|         0|            0|            0|  0.00%|
   623|         0|            0|            0|  0.00%|        classdict: the class dictionary given to __new__
   624|         0|            0|            0|  0.00%|        member_type: the data type whose __new__ will be used by default
   625|         0|            0|            0|  0.00%|        first_enum: enumeration to check for an overriding __new__
   626|         0|            0|            0|  0.00%|        """
   627|         0|            0|            0|  0.00%|        # now find the correct __new__, checking to see of one was defined
   628|         0|            0|            0|  0.00%|        # by the user; also check earlier enum classes in case a __new__ was
   629|         0|            0|            0|  0.00%|        # saved as __new_member__
   630|         3|            0|            0|  0.00%|        __new__ = classdict.get('__new__', None)
   631|         0|            0|            0|  0.00%|
   632|         0|            0|            0|  0.00%|        # should __new__ be saved as __new_member__ later?
   633|         3|            0|            0|  0.00%|        save_new = __new__ is not None
   634|         0|            0|            0|  0.00%|
   635|         3|            0|            0|  0.00%|        if __new__ is None:
   636|         0|            0|            0|  0.00%|            # check all possibles for __new_member__ before falling back to
   637|         0|            0|            0|  0.00%|            # __new__
   638|         7|            0|            0|  0.00%|            for method in ('__new_member__', '__new__'):
   639|        14|            0|            0|  0.00%|                for possible in (member_type, first_enum):
   640|        10|            0|            0|  0.00%|                    target = getattr(possible, method, None)
(call)|         3|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\enum.py:415 __getattr__
   641|        20|            0|            0|  0.00%|                    if target not in {
   642|        10|            0|            0|  0.00%|                            None,
   643|        10|            0|            0|  0.00%|                            None.__new__,
   644|        10|            0|            0|  0.00%|                            object.__new__,
   645|        10|            0|            0|  0.00%|                            Enum.__new__,
   646|         0|            0|            0|  0.00%|                            }:
   647|         2|            0|            0|  0.00%|                        __new__ = target
   648|         2|            0|            0|  0.00%|                        break
   649|         6|            0|            0|  0.00%|                if __new__ is not None:
   650|         2|            0|            0|  0.00%|                    break
   651|         0|            0|            0|  0.00%|            else:
   652|         1|            0|            0|  0.00%|                __new__ = object.__new__
   653|         0|            0|            0|  0.00%|
   654|         0|            0|            0|  0.00%|        # if a non-object.__new__ is used then whatever value/tuple was
   655|         0|            0|            0|  0.00%|        # assigned to the enum member name will be passed to __new__ and to the
   656|         0|            0|            0|  0.00%|        # new enum member's __init__
   657|         3|            0|            0|  0.00%|        if __new__ is object.__new__:
   658|         1|            0|            0|  0.00%|            use_args = False
   659|         0|            0|            0|  0.00%|        else:
   660|         2|            0|            0|  0.00%|            use_args = True
   661|         3|            0|            0|  0.00%|        return __new__, save_new, use_args
   662|         0|            0|            0|  0.00%|
   663|         0|            0|            0|  0.00%|
   664|         0|            0|            0|  0.00%|class Enum(metaclass=EnumMeta):
   665|         0|            0|            0|  0.00%|    """
   666|         0|            0|            0|  0.00%|    Generic enumeration.
   667|         0|            0|            0|  0.00%|
   668|         0|            0|            0|  0.00%|    Derive from this class to define new enumerations.
   669|         0|            0|            0|  0.00%|    """
   670|    458933|     0.908581|  1.97977e-06|  0.48%|    def __new__(cls, value):
   671|         0|            0|            0|  0.00%|        # all enum instances are actually created during class construction
   672|         0|            0|            0|  0.00%|        # without calling this method; this method is called by the metaclass'
   673|         0|            0|            0|  0.00%|        # __call__ (i.e. Color(3) ), and by pickle
   674|    458933|      1.20135|   2.6177e-06|  0.64%|        if type(value) is cls:
   675|         0|            0|            0|  0.00%|            # For lookups like Color(Color.RED)
   676|        45|            0|            0|  0.00%|            return value
   677|         0|            0|            0|  0.00%|        # by-value search for a matching enum member
   678|         0|            0|            0|  0.00%|        # see if it's in the reverse mapping (for hashable values)
   679|    458888|      1.21998|  2.65855e-06|  0.65%|        try:
   680|    458888|      1.33504|  2.90929e-06|  0.71%|            return cls._value2member_map_[value]
   681|         0|            0|            0|  0.00%|        except KeyError:
   682|         0|            0|            0|  0.00%|            # Not found, no need to do long O(n) search
   683|         0|            0|            0|  0.00%|            pass
   684|         0|            0|            0|  0.00%|        except TypeError:
   685|         0|            0|            0|  0.00%|            # not there, now do long search -- O(n) behavior
   686|         0|            0|            0|  0.00%|            for member in cls._member_map_.values():
   687|         0|            0|            0|  0.00%|                if member._value_ == value:
   688|         0|            0|            0|  0.00%|                    return member
   689|         0|            0|            0|  0.00%|        # still not found -- try _missing_ hook
   690|         0|            0|            0|  0.00%|        try:
   691|         0|            0|            0|  0.00%|            exc = None
   692|         0|            0|            0|  0.00%|            result = cls._missing_(value)
   693|         0|            0|            0|  0.00%|        except Exception as e:
   694|         0|            0|            0|  0.00%|            exc = e
   695|         0|            0|            0|  0.00%|            result = None
   696|         0|            0|            0|  0.00%|        try:
   697|         0|            0|            0|  0.00%|            if isinstance(result, cls):
   698|         0|            0|            0|  0.00%|                return result
   699|         0|            0|            0|  0.00%|            else:
   700|         0|            0|            0|  0.00%|                ve_exc = ValueError("%r is not a valid %s" % (value, cls.__qualname__))
   701|         0|            0|            0|  0.00%|                if result is None and exc is None:
   702|         0|            0|            0|  0.00%|                    raise ve_exc
   703|         0|            0|            0|  0.00%|                elif exc is None:
   704|         0|            0|            0|  0.00%|                    exc = TypeError(
   705|         0|            0|            0|  0.00%|                            'error in %s._missing_: returned %r instead of None or a valid member'
   706|         0|            0|            0|  0.00%|                            % (cls.__name__, result)
   707|         0|            0|            0|  0.00%|                            )
   708|         0|            0|            0|  0.00%|                exc.__context__ = ve_exc
   709|         0|            0|            0|  0.00%|                raise exc
   710|         0|            0|            0|  0.00%|        finally:
   711|         0|            0|            0|  0.00%|            # ensure all variables that could hold an exception are destroyed
   712|         0|            0|            0|  0.00%|            exc = None
   713|         0|            0|            0|  0.00%|            ve_exc = None
   714|         0|            0|            0|  0.00%|
   715|         0|            0|            0|  0.00%|    def _generate_next_value_(name, start, count, last_values):
   716|         0|            0|            0|  0.00%|        """
   717|         0|            0|            0|  0.00%|        Generate the next value when not given.
   718|         0|            0|            0|  0.00%|
   719|         0|            0|            0|  0.00%|        name: the name of the member
   720|         0|            0|            0|  0.00%|        start: the initial start value or None
   721|         0|            0|            0|  0.00%|        count: the number of existing members
   722|         0|            0|            0|  0.00%|        last_value: the last value assigned or None
   723|         0|            0|            0|  0.00%|        """
   724|         0|            0|            0|  0.00%|        for last_value in reversed(last_values):
   725|         0|            0|            0|  0.00%|            try:
   726|         0|            0|            0|  0.00%|                return last_value + 1
   727|         0|            0|            0|  0.00%|            except TypeError:
   728|         0|            0|            0|  0.00%|                pass
   729|         0|            0|            0|  0.00%|        else:
   730|         0|            0|            0|  0.00%|            return start
   731|         0|            0|            0|  0.00%|
   732|         0|            0|            0|  0.00%|    @classmethod
   733|         0|            0|            0|  0.00%|    def _missing_(cls, value):
   734|         0|            0|            0|  0.00%|        return None
   735|         0|            0|            0|  0.00%|
   736|         0|            0|            0|  0.00%|    def __repr__(self):
   737|         0|            0|            0|  0.00%|        return "<%s.%s: %r>" % (
   738|         0|            0|            0|  0.00%|                self.__class__.__name__, self._name_, self._value_)
   739|         0|            0|            0|  0.00%|
   740|         0|            0|            0|  0.00%|    def __str__(self):
   741|         0|            0|            0|  0.00%|        return "%s.%s" % (self.__class__.__name__, self._name_)
   742|         0|            0|            0|  0.00%|
   743|         0|            0|            0|  0.00%|    def __dir__(self):
   744|         0|            0|            0|  0.00%|        """
   745|         0|            0|            0|  0.00%|        Returns all members and all public methods
   746|         0|            0|            0|  0.00%|        """
   747|         0|            0|            0|  0.00%|        added_behavior = [
   748|         0|            0|            0|  0.00%|                m
   749|         0|            0|            0|  0.00%|                for cls in self.__class__.mro()
   750|         0|            0|            0|  0.00%|                for m in cls.__dict__
   751|         0|            0|            0|  0.00%|                if m[0] != '_' and m not in self._member_map_
   752|         0|            0|            0|  0.00%|                ] + [m for m in self.__dict__ if m[0] != '_']
   753|         0|            0|            0|  0.00%|        return (['__class__', '__doc__', '__module__'] + added_behavior)
   754|         0|            0|            0|  0.00%|
   755|         0|            0|            0|  0.00%|    def __format__(self, format_spec):
   756|         0|            0|            0|  0.00%|        """
   757|         0|            0|            0|  0.00%|        Returns format using actual value type unless __str__ has been overridden.
   758|         0|            0|            0|  0.00%|        """
   759|         0|            0|            0|  0.00%|        # mixed-in Enums should use the mixed-in type's __format__, otherwise
   760|         0|            0|            0|  0.00%|        # we can get strange results with the Enum name showing up instead of
   761|         0|            0|            0|  0.00%|        # the value
   762|         0|            0|            0|  0.00%|
   763|         0|            0|            0|  0.00%|        # pure Enum branch, or branch with __str__ explicitly overridden
   764|         0|            0|            0|  0.00%|        str_overridden = type(self).__str__ not in (Enum.__str__, Flag.__str__)
   765|         0|            0|            0|  0.00%|        if self._member_type_ is object or str_overridden:
   766|         0|            0|            0|  0.00%|            cls = str
   767|         0|            0|            0|  0.00%|            val = str(self)
   768|         0|            0|            0|  0.00%|        # mix-in branch
   769|         0|            0|            0|  0.00%|        else:
   770|         0|            0|            0|  0.00%|            cls = self._member_type_
   771|         0|            0|            0|  0.00%|            val = self._value_
   772|         0|            0|            0|  0.00%|        return cls.__format__(val, format_spec)
   773|         0|            0|            0|  0.00%|
   774|         0|            0|            0|  0.00%|    def __hash__(self):
   775|         0|            0|            0|  0.00%|        return hash(self._name_)
   776|         0|            0|            0|  0.00%|
   777|         0|            0|            0|  0.00%|    def __reduce_ex__(self, proto):
   778|         0|            0|            0|  0.00%|        return self.__class__, (self._value_, )
   779|         0|            0|            0|  0.00%|
   780|         0|            0|            0|  0.00%|    # DynamicClassAttribute is used to provide access to the `name` and
   781|         0|            0|            0|  0.00%|    # `value` properties of enum members while keeping some measure of
   782|         0|            0|            0|  0.00%|    # protection from modification, while still allowing for an enumeration
   783|         0|            0|            0|  0.00%|    # to have members named `name` and `value`.  This works because enumeration
   784|         0|            0|            0|  0.00%|    # members are not set directly on the enum class -- __getattr__ is
   785|         0|            0|            0|  0.00%|    # used to look them up.
   786|         0|            0|            0|  0.00%|
   787|         0|            0|            0|  0.00%|    @DynamicClassAttribute
   788|         0|            0|            0|  0.00%|    def name(self):
   789|         0|            0|            0|  0.00%|        """The name of the Enum member."""
   790|         0|            0|            0|  0.00%|        return self._name_
   791|         0|            0|            0|  0.00%|
   792|    764800|      1.16795|  1.52714e-06|  0.62%|    @DynamicClassAttribute
   793|         0|            0|            0|  0.00%|    def value(self):
   794|         0|            0|            0|  0.00%|        """The value of the Enum member."""
   795|    764800|      1.76412|  2.30665e-06|  0.94%|        return self._value_
   796|         0|            0|            0|  0.00%|
   797|         0|            0|            0|  0.00%|
   798|         0|            0|            0|  0.00%|class IntEnum(int, Enum):
   799|         0|            0|            0|  0.00%|    """Enum where members are also (and must be) ints"""
   800|         0|            0|            0|  0.00%|
   801|         0|            0|            0|  0.00%|
   802|         0|            0|            0|  0.00%|def _reduce_ex_by_name(self, proto):
   803|         0|            0|            0|  0.00%|    return self.name
   804|         0|            0|            0|  0.00%|
   805|         0|            0|            0|  0.00%|class Flag(Enum):
   806|         0|            0|            0|  0.00%|    """
   807|         0|            0|            0|  0.00%|    Support for flags
   808|         0|            0|            0|  0.00%|    """
   809|         0|            0|            0|  0.00%|
   810|         0|            0|            0|  0.00%|    def _generate_next_value_(name, start, count, last_values):
   811|         0|            0|            0|  0.00%|        """
   812|         0|            0|            0|  0.00%|        Generate the next value when not given.
   813|         0|            0|            0|  0.00%|
   814|         0|            0|            0|  0.00%|        name: the name of the member
   815|         0|            0|            0|  0.00%|        start: the initial start value or None
   816|         0|            0|            0|  0.00%|        count: the number of existing members
   817|         0|            0|            0|  0.00%|        last_value: the last value assigned or None
   818|         0|            0|            0|  0.00%|        """
   819|         0|            0|            0|  0.00%|        if not count:
   820|         0|            0|            0|  0.00%|            return start if start is not None else 1
   821|         0|            0|            0|  0.00%|        for last_value in reversed(last_values):
   822|         0|            0|            0|  0.00%|            try:
   823|         0|            0|            0|  0.00%|                high_bit = _high_bit(last_value)
   824|         0|            0|            0|  0.00%|                break
   825|         0|            0|            0|  0.00%|            except Exception:
   826|         0|            0|            0|  0.00%|                raise TypeError('Invalid Flag value: %r' % last_value) from None
   827|         0|            0|            0|  0.00%|        return 2 ** (high_bit+1)
   828|         0|            0|            0|  0.00%|
   829|         0|            0|            0|  0.00%|    @classmethod
   830|         0|            0|            0|  0.00%|    def _missing_(cls, value):
   831|         0|            0|            0|  0.00%|        """
   832|         0|            0|            0|  0.00%|        Returns member (possibly creating it) if one can be found for value.
   833|         0|            0|            0|  0.00%|        """
   834|         0|            0|            0|  0.00%|        original_value = value
   835|         0|            0|            0|  0.00%|        if value < 0:
   836|         0|            0|            0|  0.00%|            value = ~value
   837|         0|            0|            0|  0.00%|        possible_member = cls._create_pseudo_member_(value)
   838|         0|            0|            0|  0.00%|        if original_value < 0:
   839|         0|            0|            0|  0.00%|            possible_member = ~possible_member
   840|         0|            0|            0|  0.00%|        return possible_member
   841|         0|            0|            0|  0.00%|
   842|         0|            0|            0|  0.00%|    @classmethod
   843|         0|            0|            0|  0.00%|    def _create_pseudo_member_(cls, value):
   844|         0|            0|            0|  0.00%|        """
   845|         0|            0|            0|  0.00%|        Create a composite member iff value contains only members.
   846|         0|            0|            0|  0.00%|        """
   847|         0|            0|            0|  0.00%|        pseudo_member = cls._value2member_map_.get(value, None)
   848|         0|            0|            0|  0.00%|        if pseudo_member is None:
   849|         0|            0|            0|  0.00%|            # verify all bits are accounted for
   850|         0|            0|            0|  0.00%|            _, extra_flags = _decompose(cls, value)
   851|         0|            0|            0|  0.00%|            if extra_flags:
   852|         0|            0|            0|  0.00%|                raise ValueError("%r is not a valid %s" % (value, cls.__qualname__))
   853|         0|            0|            0|  0.00%|            # construct a singleton enum pseudo-member
   854|         0|            0|            0|  0.00%|            pseudo_member = object.__new__(cls)
   855|         0|            0|            0|  0.00%|            pseudo_member._name_ = None
   856|         0|            0|            0|  0.00%|            pseudo_member._value_ = value
   857|         0|            0|            0|  0.00%|            # use setdefault in case another thread already created a composite
   858|         0|            0|            0|  0.00%|            # with this value
   859|         0|            0|            0|  0.00%|            pseudo_member = cls._value2member_map_.setdefault(value, pseudo_member)
